trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
536967011,47,10/1/2022 15:47,10/1/2022 16:34,3247,39.965382,-75.215141,3050,39.953388,-75.154259,11591,30,One Way,Indego30,standard
536939625,5,10/1/2022 15:47,10/1/2022 15:52,3190,39.948921,-75.169907,3185,39.951691,-75.158882,23164,30,One Way,Indego30,electric
536956755,22,10/1/2022 15:47,10/1/2022 16:09,3007,39.945171,-75.159927,3056,39.976688,-75.158127,11722,30,One Way,Indego30,standard
536956754,19,10/1/2022 15:47,10/1/2022 16:06,3068,39.93549,-75.167107,3167,39.950249,-75.160278,5175,30,One Way,Indego30,standard
536939829,8,10/1/2022 15:48,10/1/2022 15:56,3157,39.925449,-75.159538,3025,39.937241,-75.161201,22025,30,One Way,Indego30,electric
536947241,13,10/1/2022 15:48,10/1/2022 16:01,3153,39.97216,-75.129936,3153,39.97216,-75.129936,11043,30,Round Trip,Indego30,standard
536939828,11,10/1/2022 15:48,10/1/2022 15:59,3110,39.96175,-75.136414,3033,39.95005,-75.156723,16688,30,One Way,Indego30,electric
536947239,17,10/1/2022 15:48,10/1/2022 16:05,3207,39.954411,-75.192001,3202,39.95134,-75.16758,4801,30,One Way,Indego30,standard
536947238,16,10/1/2022 15:49,10/1/2022 16:05,3207,39.954411,-75.192001,3202,39.95134,-75.16758,3439,30,One Way,Indego30,standard
536947236,11,10/1/2022 15:50,10/1/2022 16:01,3120,39.97522,-75.186691,3161,39.954861,-75.180908,22455,365,One Way,Indego365,electric
536939826,9,10/1/2022 15:50,10/1/2022 15:59,3037,39.954239,-75.161377,3054,39.962502,-75.174202,22100,30,One Way,Indego30,electric
536947234,11,10/1/2022 15:50,10/1/2022 16:01,3120,39.97522,-75.186691,3161,39.954861,-75.180908,19904,365,One Way,Indego365,electric
536965659,23,10/1/2022 15:51,10/1/2022 16:14,3102,39.96759,-75.17952,3153,39.97216,-75.129936,23186,30,One Way,Indego30,electric
536947233,10,10/1/2022 15:51,10/1/2022 16:01,3161,39.954861,-75.180908,3244,39.938648,-75.16674,5319,365,One Way,Indego365,standard
536956743,14,10/1/2022 15:51,10/1/2022 16:05,3069,39.937038,-75.150383,3063,39.946331,-75.1698,14494,30,One Way,Indego30,standard
536956742,16,10/1/2022 15:52,10/1/2022 16:08,3072,39.934448,-75.145409,3041,39.968491,-75.13546,16996,30,One Way,Indego30,electric
536965655,21,10/1/2022 15:52,10/1/2022 16:13,3032,39.945271,-75.17971,3168,39.95134,-75.173943,22590,30,One Way,Indego30,electric
536956741,13,10/1/2022 15:52,10/1/2022 16:05,3116,39.96006,-75.171982,3207,39.954411,-75.192001,11588,30,One Way,Indego30,standard
536966575,33,10/1/2022 15:52,10/1/2022 16:25,3088,39.969841,-75.1418,3088,39.969841,-75.1418,5380,30,Round Trip,Indego30,standard
536947232,8,10/1/2022 15:53,10/1/2022 16:01,3244,39.938648,-75.16674,3158,39.925522,-75.169037,23489,30,One Way,Indego30,electric
536939825,6,10/1/2022 15:54,10/1/2022 16:00,3112,39.953732,-75.218246,3118,39.95866,-75.213226,14541,365,One Way,Indego365,standard
536939824,3,10/1/2022 15:54,10/1/2022 15:57,3007,39.945171,-75.159927,3033,39.95005,-75.156723,11598,365,One Way,Indego365,standard
536965650,18,10/1/2022 15:55,10/1/2022 16:13,3035,39.962711,-75.194191,3055,39.951118,-75.154572,21995,30,One Way,Indego30,electric
536947229,8,10/1/2022 15:55,10/1/2022 16:03,3078,39.953548,-75.171921,3185,39.951691,-75.158882,22345,30,One Way,Indego30,electric
536947228,8,10/1/2022 15:55,10/1/2022 16:03,3078,39.953548,-75.171921,3185,39.951691,-75.158882,16879,30,One Way,Indego30,electric
536947227,6,10/1/2022 15:56,10/1/2022 16:02,3064,39.9384,-75.173271,3190,39.948921,-75.169907,11724,365,One Way,Indego365,standard
536956734,11,10/1/2022 15:56,10/1/2022 16:07,3098,39.934311,-75.160423,3202,39.95134,-75.16758,11899,365,One Way,Indego365,standard
536947226,6,10/1/2022 15:56,10/1/2022 16:02,3038,39.947811,-75.194092,3207,39.954411,-75.192001,14591,30,One Way,Indego30,standard
537024250,5,10/1/2022 15:56,10/1/2022 16:01,3034,39.933151,-75.162483,3000,,,21933,30,One Way,Indego30,electric
536947225,7,10/1/2022 15:56,10/1/2022 16:03,3017,39.98003,-75.143707,3245,39.97887,-75.157768,19864,30,One Way,Indego30,electric
536956731,12,10/1/2022 15:56,10/1/2022 16:08,3025,39.937241,-75.161201,3182,39.950809,-75.169533,23450,30,One Way,Indego30,electric
536965642,14,10/1/2022 15:57,10/1/2022 16:11,3033,39.95005,-75.156723,3041,39.968491,-75.13546,11312,365,One Way,Indego365,standard
536956730,9,10/1/2022 15:57,10/1/2022 16:06,3018,39.952728,-75.15979,3125,39.943909,-75.167351,3546,30,One Way,Indego30,standard
536947224,3,10/1/2022 15:58,10/1/2022 16:01,3046,39.950119,-75.144722,3046,39.950119,-75.144722,14638,30,Round Trip,Indego30,standard
536956728,8,10/1/2022 15:58,10/1/2022 16:06,3110,39.96175,-75.136414,3005,39.94733,-75.144028,23719,365,One Way,Indego365,electric
536965638,9,10/1/2022 16:02,10/1/2022 16:11,3168,39.95134,-75.173943,3086,39.940189,-75.166908,16624,30,One Way,Indego30,electric
536966767,25,10/1/2022 16:03,10/1/2022 16:28,3164,39.928139,-75.165154,3101,39.942951,-75.159554,5235,30,One Way,Indego30,standard
536966558,18,10/1/2022 16:03,10/1/2022 16:21,3101,39.942951,-75.159554,3059,39.96244,-75.161209,18257,30,One Way,Indego30,electric
536965637,9,10/1/2022 16:03,10/1/2022 16:12,3055,39.951118,-75.154572,3182,39.950809,-75.169533,5127,30,One Way,Indego30,standard
536965636,8,10/1/2022 16:04,10/1/2022 16:12,3038,39.947811,-75.194092,3249,39.95784,-75.190788,2520,365,One Way,Indego365,standard
536966347,13,10/1/2022 16:04,10/1/2022 16:17,3037,39.954239,-75.161377,3102,39.96759,-75.17952,2528,30,One Way,Indego30,standard
536956727,2,10/1/2022 16:04,10/1/2022 16:06,3070,39.960621,-75.139832,3110,39.96175,-75.136414,3315,30,One Way,Indego30,standard
536966553,19,10/1/2022 16:04,10/1/2022 16:23,3238,39.946281,-75.151382,3026,39.941818,-75.1455,11010,365,One Way,Indego365,standard
536956726,4,10/1/2022 16:04,10/1/2022 16:08,3057,39.96439,-75.179871,3071,39.961731,-75.187881,16340,30,One Way,Indego30,electric
536956725,1,10/1/2022 16:05,10/1/2022 16:06,3070,39.960621,-75.139832,3070,39.960621,-75.139832,5226,30,Round Trip,Indego30,standard
536966758,21,10/1/2022 16:05,10/1/2022 16:26,3154,39.95924,-75.158211,3009,39.955761,-75.189819,5182,30,One Way,Indego30,standard
536966343,11,10/1/2022 16:06,10/1/2022 16:17,3276,39.965691,-75.156792,3017,39.98003,-75.143707,22067,30,One Way,Indego30,electric
536965632,7,10/1/2022 16:06,10/1/2022 16:13,3037,39.954239,-75.161377,3059,39.96244,-75.161209,23589,30,One Way,Indego30,electric
536956724,3,10/1/2022 16:06,10/1/2022 16:09,3054,39.962502,-75.174202,3102,39.96759,-75.17952,11820,30,One Way,Indego30,standard
536966340,12,10/1/2022 16:06,10/1/2022 16:18,3017,39.98003,-75.143707,3055,39.951118,-75.154572,19858,30,One Way,Indego30,electric
536965630,5,10/1/2022 16:07,10/1/2022 16:12,3249,39.95784,-75.190788,3035,39.962711,-75.194191,5210,30,One Way,Indego30,standard
536966337,12,10/1/2022 16:07,10/1/2022 16:19,3100,39.927769,-75.151031,3185,39.951691,-75.158882,23091,30,One Way,Indego30,electric
536966338,8,10/1/2022 16:07,10/1/2022 16:15,3255,39.950951,-75.164383,3167,39.950249,-75.160278,11540,365,One Way,Indego365,standard
536965629,3,10/1/2022 16:07,10/1/2022 16:10,3070,39.960621,-75.139832,3110,39.96175,-75.136414,2497,30,One Way,Indego30,standard
536965628,7,10/1/2022 16:07,10/1/2022 16:14,3125,39.943909,-75.167351,3030,39.93935,-75.157158,5391,30,One Way,Indego30,standard
536965627,5,10/1/2022 16:08,10/1/2022 16:13,3241,39.952251,-75.226372,3241,39.952251,-75.226372,11736,30,Round Trip,Indego30,standard
536966955,23,10/1/2022 16:08,10/1/2022 16:31,3114,39.937752,-75.180122,3114,39.937752,-75.180122,3696,30,Round Trip,Indego30,standard
536966333,7,10/1/2022 16:08,10/1/2022 16:15,3101,39.942951,-75.159554,3185,39.951691,-75.158882,22961,365,One Way,Indego365,electric
536965626,6,10/1/2022 16:08,10/1/2022 16:14,3238,39.946281,-75.151382,3055,39.951118,-75.154572,3700,30,One Way,Indego30,standard
536966331,10,10/1/2022 16:09,10/1/2022 16:19,3155,39.940182,-75.154419,3046,39.950119,-75.144722,14650,30,One Way,Indego30,standard
536965625,5,10/1/2022 16:09,10/1/2022 16:14,3112,39.953732,-75.218246,3118,39.95866,-75.213226,14595,30,One Way,Indego30,standard
536966329,9,10/1/2022 16:09,10/1/2022 16:19,3155,39.940182,-75.154419,3046,39.950119,-75.144722,14576,30,One Way,Indego30,standard
536966535,11,10/1/2022 16:10,10/1/2022 16:21,3202,39.95134,-75.16758,3040,39.962891,-75.166061,2682,30,One Way,Indego30,standard
536966328,10,10/1/2022 16:10,10/1/2022 16:20,3041,39.968491,-75.13546,3017,39.98003,-75.143707,23449,30,One Way,Indego30,electric
536966327,7,10/1/2022 16:11,10/1/2022 16:18,3025,39.937241,-75.161201,3100,39.927769,-75.151031,2694,30,One Way,Indego30,standard
536975512,49,10/1/2022 16:12,10/1/2022 17:01,3167,39.950249,-75.160278,3045,39.947922,-75.162369,5384,30,One Way,Indego30,standard
536966531,12,10/1/2022 16:13,10/1/2022 16:25,3098,39.934311,-75.160423,3005,39.94733,-75.144028,18307,365,One Way,Indego365,electric
536966737,17,10/1/2022 16:13,10/1/2022 16:30,3030,39.93935,-75.157158,3046,39.950119,-75.144722,14655,30,One Way,Indego30,standard
536967154,25,10/1/2022 16:13,10/1/2022 16:38,3263,39.958599,-75.208099,3235,39.959999,-75.1651,2632,30,One Way,Indego30,standard
536966530,9,10/1/2022 16:13,10/1/2022 16:22,3155,39.940182,-75.154419,3012,39.942181,-75.177467,3417,30,One Way,Indego30,standard
536966325,2,10/1/2022 16:14,10/1/2022 16:16,3010,39.947109,-75.166183,3190,39.948921,-75.169907,11741,30,One Way,Indego30,standard
536994870,72,10/1/2022 16:14,10/1/2022 17:26,3241,39.952251,-75.226372,3241,39.952251,-75.226372,5144,30,Round Trip,Indego30,standard
536966324,3,10/1/2022 16:15,10/1/2022 16:18,3185,39.951691,-75.158882,3255,39.950951,-75.164383,22989,30,One Way,Indego30,electric
536966733,10,10/1/2022 16:16,10/1/2022 16:26,3097,39.978882,-75.133392,3210,39.984921,-75.156677,16727,30,One Way,Indego30,electric
536966732,11,10/1/2022 16:16,10/1/2022 16:27,3210,39.984921,-75.156677,3276,39.965691,-75.156792,22250,30,One Way,Indego30,electric
536966938,16,10/1/2022 16:16,10/1/2022 16:32,3207,39.954411,-75.192001,3045,39.947922,-75.162369,11841,30,One Way,Indego30,standard
536966731,10,10/1/2022 16:17,10/1/2022 16:27,3021,39.953899,-75.169022,3101,39.942951,-75.159554,21273,30,One Way,Indego30,electric
536966527,6,10/1/2022 16:18,10/1/2022 16:24,3010,39.947109,-75.166183,3068,39.93549,-75.167107,22110,30,One Way,Indego30,electric
536966526,4,10/1/2022 16:18,10/1/2022 16:22,3101,39.942951,-75.159554,3167,39.950249,-75.160278,23243,30,One Way,Indego30,electric
536967563,32,10/1/2022 16:18,10/1/2022 16:50,3124,39.953671,-75.139557,3070,39.960621,-75.139832,170,365,One Way,Indego365,standard
536975487,41,10/1/2022 16:19,10/1/2022 17:00,3166,39.971951,-75.134453,3271,39.947601,-75.229462,23364,30,One Way,Indego30,electric
536967561,28,10/1/2022 16:19,10/1/2022 16:47,3029,39.9538,-75.194794,3212,39.963829,-75.18177,2538,30,One Way,Indego30,standard
536966525,4,10/1/2022 16:19,10/1/2022 16:23,3160,39.956619,-75.198624,3009,39.955761,-75.189819,11735,30,One Way,Indego30,standard
536967141,18,10/1/2022 16:19,10/1/2022 16:37,3245,39.97887,-75.157768,3018,39.952728,-75.15979,12987,30,One Way,Indego30,standard
536966933,11,10/1/2022 16:19,10/1/2022 16:30,3120,39.97522,-75.186691,3040,39.962891,-75.166061,18370,30,One Way,Indego30,electric
536967139,17,10/1/2022 16:19,10/1/2022 16:36,3007,39.945171,-75.159927,3276,39.965691,-75.156792,12970,30,One Way,Indego30,standard
536966932,13,10/1/2022 16:19,10/1/2022 16:32,3034,39.933151,-75.162483,3063,39.946331,-75.1698,2478,30,One Way,Indego30,standard
536967768,30,10/1/2022 16:20,10/1/2022 16:50,3168,39.95134,-75.173943,3052,39.947319,-75.156952,22590,30,One Way,Indego30,electric
536967767,33,10/1/2022 16:20,10/1/2022 16:53,3111,39.977791,-75.213226,3207,39.954411,-75.192001,18367,1,One Way,Day Pass,electric
536966727,9,10/1/2022 16:21,10/1/2022 16:30,3034,39.933151,-75.162483,3125,39.943909,-75.167351,23182,365,One Way,Indego365,electric
536966930,11,10/1/2022 16:21,10/1/2022 16:32,3207,39.954411,-75.192001,3209,39.949001,-75.212784,5308,30,One Way,Indego30,standard
536966929,11,10/1/2022 16:22,10/1/2022 16:33,3030,39.93935,-75.157158,3248,39.942131,-75.18335,18423,30,One Way,Indego30,electric
536966726,7,10/1/2022 16:22,10/1/2022 16:29,3032,39.945271,-75.17971,3010,39.947109,-75.166183,14491,365,One Way,Indego365,standard
536967551,22,10/1/2022 16:23,10/1/2022 16:45,3028,39.940609,-75.149582,3061,39.95425,-75.177612,14513,30,One Way,Indego30,standard
536966725,6,10/1/2022 16:23,10/1/2022 16:29,3182,39.950809,-75.169533,3033,39.95005,-75.156723,14625,30,One Way,Indego30,standard
536966524,1,10/1/2022 16:23,10/1/2022 16:24,3026,39.941818,-75.1455,3026,39.941818,-75.1455,22298,30,Round Trip,Indego30,electric
536967340,21,10/1/2022 16:24,10/1/2022 16:45,3100,39.927769,-75.151031,3100,39.927769,-75.151031,14549,365,Round Trip,Indego365,standard
536966925,9,10/1/2022 16:25,10/1/2022 16:34,3026,39.941818,-75.1455,3010,39.947109,-75.166183,23176,30,One Way,Indego30,electric
536984194,43,10/1/2022 16:25,10/1/2022 17:08,3053,39.932308,-75.181541,3053,39.932308,-75.181541,14686,30,Round Trip,Indego30,standard
536967546,20,10/1/2022 16:26,10/1/2022 16:46,3049,39.945091,-75.142502,3059,39.96244,-75.161209,3663,30,One Way,Indego30,standard
536967545,20,10/1/2022 16:26,10/1/2022 16:46,3049,39.945091,-75.142502,3059,39.96244,-75.161209,11936,30,One Way,Indego30,standard
536967338,17,10/1/2022 16:26,10/1/2022 16:43,3022,39.95472,-75.183228,3206,39.95174,-75.170631,5294,30,One Way,Indego30,standard
536967543,20,10/1/2022 16:27,10/1/2022 16:47,3169,39.953819,-75.142632,3244,39.938648,-75.16674,5313,30,One Way,Indego30,standard
536967130,7,10/1/2022 16:29,10/1/2022 16:36,3182,39.950809,-75.169533,3064,39.9384,-75.173271,11866,30,One Way,Indego30,standard
536967129,6,10/1/2022 16:29,10/1/2022 16:35,3021,39.953899,-75.169022,3165,39.958191,-75.1782,18519,30,One Way,Indego30,electric
536966924,3,10/1/2022 16:31,10/1/2022 16:34,3159,39.95121,-75.199623,3207,39.954411,-75.192001,18578,30,One Way,Indego30,electric
536967750,21,10/1/2022 16:31,10/1/2022 16:52,3050,39.953388,-75.154259,3124,39.953671,-75.139557,14487,30,One Way,Indego30,standard
536967334,10,10/1/2022 16:32,10/1/2022 16:42,3029,39.9538,-75.194794,3074,39.955109,-75.209869,14510,30,One Way,Indego30,standard
536967127,4,10/1/2022 16:32,10/1/2022 16:36,3052,39.947319,-75.156952,3101,39.942951,-75.159554,11764,30,One Way,Indego30,standard
536967126,8,10/1/2022 16:32,10/1/2022 16:40,3040,39.962891,-75.166061,3018,39.952728,-75.15979,18370,30,One Way,Indego30,electric
536967331,10,10/1/2022 16:33,10/1/2022 16:43,3287,39.943668,-75.216057,3112,39.953732,-75.218246,22569,30,One Way,Indego30,electric
536975427,28,10/1/2022 16:33,10/1/2022 17:01,3102,39.96759,-75.17952,3030,39.93935,-75.157158,11820,30,One Way,Indego30,standard
536967745,20,10/1/2022 16:33,10/1/2022 16:53,3053,39.932308,-75.181541,3152,39.949928,-75.202858,14669,30,One Way,Indego30,standard
537432996,10,10/1/2022 16:34,10/1/2022 16:44,3118,39.95866,-75.213226,3000,,,23860,30,One Way,Indego30,electric
536967535,14,10/1/2022 16:35,10/1/2022 16:49,3202,39.95134,-75.16758,3098,39.934311,-75.160423,11015,365,One Way,Indego365,standard
536995034,55,10/1/2022 16:36,10/1/2022 17:31,3015,39.94735,-75.148857,3015,39.94735,-75.148857,2699,30,Round Trip,Indego30,standard
536967125,3,10/1/2022 16:36,10/1/2022 16:39,3029,39.9538,-75.194794,3207,39.954411,-75.192001,22768,30,One Way,Indego30,electric
536967533,9,10/1/2022 16:37,10/1/2022 16:46,3101,39.942951,-75.159554,3099,39.93401,-75.15094,3591,30,One Way,Indego30,standard
536967124,2,10/1/2022 16:37,10/1/2022 16:39,3170,39.94426,-75.181343,3248,39.942131,-75.18335,5259,365,One Way,Indego365,standard
536967531,10,10/1/2022 16:38,10/1/2022 16:48,3256,39.95269,-75.177788,3074,39.955109,-75.209869,17105,30,One Way,Indego30,electric
536967328,6,10/1/2022 16:38,10/1/2022 16:44,3021,39.953899,-75.169022,3167,39.950249,-75.160278,14493,30,One Way,Indego30,standard
536967327,6,10/1/2022 16:38,10/1/2022 16:44,3056,39.976688,-75.158127,3065,39.970699,-75.151711,11887,30,One Way,Indego30,standard
536967951,17,10/1/2022 16:39,10/1/2022 16:55,3261,39.963039,-75.140991,3021,39.953899,-75.169022,23897,30,One Way,Indego30,electric
536993078,35,10/1/2022 16:39,10/1/2022 17:14,3163,39.949741,-75.180969,3212,39.963829,-75.18177,14482,365,One Way,Indego365,standard
536967737,14,10/1/2022 16:40,10/1/2022 16:54,3245,39.97887,-75.157768,3045,39.947922,-75.162369,22672,30,One Way,Indego30,electric
536967326,3,10/1/2022 16:40,10/1/2022 16:43,3088,39.969841,-75.1418,3041,39.968491,-75.13546,22245,365,One Way,Indego365,electric
536984169,26,10/1/2022 16:40,10/1/2022 17:06,3207,39.954411,-75.192001,3037,39.954239,-75.161377,11588,30,One Way,Indego30,standard
536967325,2,10/1/2022 16:40,10/1/2022 16:42,3101,39.942951,-75.159554,3007,39.945171,-75.159927,11764,30,One Way,Indego30,standard
536967324,4,10/1/2022 16:41,10/1/2022 16:44,3254,39.980911,-75.160652,3056,39.976688,-75.158127,14665,30,One Way,Indego30,standard
536967733,10,10/1/2022 16:43,10/1/2022 16:53,3022,39.95472,-75.183228,3203,39.940769,-75.172272,22541,365,One Way,Indego365,electric
536967732,9,10/1/2022 16:43,10/1/2022 16:52,3031,39.980049,-75.15522,3210,39.984921,-75.156677,23723,30,One Way,Indego30,electric
537005008,10,10/1/2022 16:43,10/1/2022 16:53,3047,39.950729,-75.149467,3000,,,11027,30,One Way,Indego30,standard
536967944,13,10/1/2022 16:43,10/1/2022 16:56,3012,39.942181,-75.177467,3038,39.947811,-75.194092,16625,365,One Way,Indego365,electric
536967943,15,10/1/2022 16:43,10/1/2022 16:58,3150,39.928841,-75.170212,3167,39.950249,-75.160278,22363,30,One Way,Indego30,electric
536967731,8,10/1/2022 16:44,10/1/2022 16:52,3101,39.942951,-75.159554,3185,39.951691,-75.158882,2504,365,One Way,Indego365,standard
536967730,8,10/1/2022 16:45,10/1/2022 16:53,3010,39.947109,-75.166183,3264,39.945709,-75.155083,11011,30,One Way,Indego30,standard
536967525,4,10/1/2022 16:45,10/1/2022 16:49,3161,39.954861,-75.180908,3256,39.95269,-75.177788,3640,365,One Way,Indego365,standard
536994381,30,10/1/2022 16:45,10/1/2022 17:15,3209,39.949001,-75.212784,3046,39.950119,-75.144722,5308,30,One Way,Indego30,standard
536967524,4,10/1/2022 16:46,10/1/2022 16:50,3118,39.95866,-75.213226,3074,39.955109,-75.209869,18458,30,One Way,Indego30,electric
536967727,7,10/1/2022 16:46,10/1/2022 16:53,3030,39.93935,-75.157158,3068,39.93549,-75.167107,19466,30,One Way,Indego30,electric
536993063,21,10/1/2022 16:47,10/1/2022 17:08,3259,39.960159,-75.198837,3255,39.950951,-75.164383,21871,30,One Way,Indego30,electric
536975381,17,10/1/2022 16:47,10/1/2022 17:04,3055,39.951118,-75.154572,3264,39.945709,-75.155083,3700,30,One Way,Indego30,standard
536967726,8,10/1/2022 16:47,10/1/2022 16:55,3244,39.938648,-75.16674,3238,39.946281,-75.151382,18807,30,One Way,Indego30,electric
536994798,41,10/1/2022 16:47,10/1/2022 17:28,3212,39.963829,-75.18177,3208,39.950481,-75.193237,2538,30,One Way,Indego30,standard
536994797,38,10/1/2022 16:48,10/1/2022 17:26,3112,39.953732,-75.218246,3266,39.923698,-75.147011,22569,30,One Way,Indego30,electric
536967936,11,10/1/2022 16:48,10/1/2022 16:59,3035,39.962711,-75.194191,3054,39.962502,-75.174202,5406,30,One Way,Indego30,standard
536967935,11,10/1/2022 16:48,10/1/2022 16:59,3035,39.962711,-75.194191,3054,39.962502,-75.174202,5210,30,One Way,Indego30,standard
536967934,11,10/1/2022 16:48,10/1/2022 16:59,3102,39.96759,-75.17952,3190,39.948921,-75.169907,16827,30,One Way,Indego30,electric
536984152,17,10/1/2022 16:49,10/1/2022 17:06,3037,39.954239,-75.161377,3005,39.94733,-75.144028,3363,30,One Way,Indego30,standard
536984151,17,10/1/2022 16:49,10/1/2022 17:06,3037,39.954239,-75.161377,3005,39.94733,-75.144028,3437,30,One Way,Indego30,standard
536984149,17,10/1/2022 16:49,10/1/2022 17:06,3037,39.954239,-75.161377,3005,39.94733,-75.144028,3643,30,One Way,Indego30,standard
536967725,3,10/1/2022 16:50,10/1/2022 16:53,3202,39.95134,-75.16758,3168,39.95134,-75.173943,23311,30,One Way,Indego30,electric
536967724,1,10/1/2022 16:50,10/1/2022 16:51,3110,39.96175,-75.136414,3110,39.96175,-75.136414,2497,30,Round Trip,Indego30,standard
536967931,9,10/1/2022 16:50,10/1/2022 16:59,3102,39.96759,-75.17952,3059,39.96244,-75.161209,5382,30,One Way,Indego30,standard
536984141,18,10/1/2022 16:51,10/1/2022 17:09,3052,39.947319,-75.156952,3168,39.95134,-75.173943,22590,30,One Way,Indego30,electric
536967930,4,10/1/2022 16:51,10/1/2022 16:55,3110,39.96175,-75.136414,3070,39.960621,-75.139832,2497,30,One Way,Indego30,standard
536975363,9,10/1/2022 16:52,10/1/2022 17:01,3010,39.947109,-75.166183,3018,39.952728,-75.15979,14491,365,One Way,Indego365,standard
536967929,6,10/1/2022 16:52,10/1/2022 16:58,3190,39.948921,-75.169907,3244,39.938648,-75.16674,19158,365,One Way,Indego365,electric
536975359,7,10/1/2022 16:53,10/1/2022 17:00,3025,39.937241,-75.161201,3100,39.927769,-75.151031,16753,30,One Way,Indego30,electric
536967928,5,10/1/2022 16:54,10/1/2022 16:59,3046,39.950119,-75.144722,3052,39.947319,-75.156952,22269,30,One Way,Indego30,electric
536975355,9,10/1/2022 16:54,10/1/2022 17:03,3204,39.964371,-75.165817,3202,39.95134,-75.16758,5411,30,One Way,Indego30,standard
536994565,30,10/1/2022 16:54,10/1/2022 17:24,3206,39.95174,-75.170631,3255,39.950951,-75.164383,11367,30,One Way,Indego30,standard
536984127,11,10/1/2022 16:55,10/1/2022 17:06,3275,39.975761,-75.121567,3226,39.98101,-75.137207,5170,30,One Way,Indego30,standard
536993043,17,10/1/2022 16:55,10/1/2022 17:12,3154,39.95924,-75.158211,3203,39.940769,-75.172272,3512,365,One Way,Indego365,standard
536984125,12,10/1/2022 16:55,10/1/2022 17:07,3275,39.975761,-75.121567,3226,39.98101,-75.137207,14505,30,One Way,Indego30,standard
536967927,1,10/1/2022 16:56,10/1/2022 16:57,3046,39.950119,-75.144722,3046,39.950119,-75.144722,16643,1,Round Trip,Day Pass,electric
536994355,20,10/1/2022 16:57,10/1/2022 17:17,3049,39.945091,-75.142502,3069,39.937038,-75.150383,3389,1,One Way,Day Pass,standard
536995201,40,10/1/2022 16:57,10/1/2022 17:37,3046,39.950119,-75.144722,3051,39.967442,-75.175072,22184,1,One Way,Day Pass,electric
536994354,23,10/1/2022 16:57,10/1/2022 17:20,3167,39.950249,-75.160278,3255,39.950951,-75.164383,2705,365,One Way,Indego365,standard
537022190,75,10/1/2022 16:58,10/1/2022 18:13,3154,39.95924,-75.158211,3209,39.949001,-75.212784,2629,30,One Way,Indego30,standard
536996170,60,10/1/2022 16:58,10/1/2022 17:58,3028,39.940609,-75.149582,3046,39.950119,-75.144722,11872,30,One Way,Indego30,standard
536967926,1,10/1/2022 16:58,10/1/2022 16:59,3265,39.959572,-75.196327,3265,39.959572,-75.196327,11839,30,Round Trip,Indego30,standard
536967925,1,10/1/2022 16:58,10/1/2022 16:59,3110,39.96175,-75.136414,3110,39.96175,-75.136414,5215,365,Round Trip,Indego365,standard
536984117,11,10/1/2022 16:58,10/1/2022 17:09,3039,39.971569,-75.159927,3116,39.96006,-75.171982,11761,365,One Way,Indego365,standard
536994770,27,10/1/2022 16:59,10/1/2022 17:26,3202,39.95134,-75.16758,3170,39.94426,-75.181343,20980,30,One Way,Indego30,electric
536996160,59,10/1/2022 16:59,10/1/2022 17:58,3028,39.940609,-75.149582,3046,39.950119,-75.144722,11744,30,One Way,Indego30,standard
536984113,11,10/1/2022 16:59,10/1/2022 17:10,3206,39.95174,-75.170631,3043,39.93082,-75.174744,11691,30,One Way,Indego30,standard
536975345,4,10/1/2022 16:59,10/1/2022 17:03,3046,39.950119,-75.144722,3055,39.951118,-75.154572,14674,30,One Way,Indego30,standard
536994347,18,10/1/2022 16:59,10/1/2022 17:17,3110,39.96175,-75.136414,3098,39.934311,-75.160423,5237,365,One Way,Indego365,standard
536984109,8,10/1/2022 17:00,10/1/2022 17:08,3066,39.94561,-75.173477,3255,39.950951,-75.164383,14696,30,One Way,Indego30,standard
536984107,8,10/1/2022 17:00,10/1/2022 17:08,3190,39.948921,-75.169907,3155,39.940182,-75.154419,17699,30,One Way,Indego30,electric
536994763,27,10/1/2022 17:00,10/1/2022 17:27,3124,39.953671,-75.139557,3157,39.925449,-75.159538,14487,30,One Way,Indego30,standard
536984106,8,10/1/2022 17:01,10/1/2022 17:09,3045,39.947922,-75.162369,3244,39.938648,-75.16674,14524,30,One Way,Indego30,standard
536984104,7,10/1/2022 17:01,10/1/2022 17:08,3165,39.958191,-75.1782,3058,39.967159,-75.170013,5238,30,One Way,Indego30,standard
536995615,47,10/1/2022 17:01,10/1/2022 17:48,3006,39.952202,-75.20311,3009,39.955761,-75.189819,22327,30,One Way,Indego30,electric
536994760,23,10/1/2022 17:02,10/1/2022 17:25,3203,39.940769,-75.172272,3267,39.917999,-75.179604,14667,365,One Way,Indego365,standard
536994342,16,10/1/2022 17:03,10/1/2022 17:19,3050,39.953388,-75.154259,3064,39.9384,-75.173271,14585,30,One Way,Indego30,standard
536993025,10,10/1/2022 17:03,10/1/2022 17:13,3167,39.950249,-75.160278,3077,39.972069,-75.163513,23243,30,One Way,Indego30,electric
536984102,5,10/1/2022 17:03,10/1/2022 17:08,3206,39.95174,-75.170631,3066,39.94561,-75.173477,3553,365,One Way,Indego365,standard
536994339,14,10/1/2022 17:03,10/1/2022 17:17,3166,39.971951,-75.134453,3056,39.976688,-75.158127,22518,365,One Way,Indego365,electric
